,symbol,stock_return_100,market_return_100,sentiment,market_cap,ebitda,pe_ratio,peg_ratio,book_value,dividend_per_share,dividend_yield,eps,revenue_per_share,profit_margin,operating_margin,return_on_assets,return_on_equity,revenue,gross_profit,diluted_eps,quarterly_earnings_growth,quarterly_revenue_growth,trailing_pe,forward_pe,price_to_sales_ratio,price_to_book_ratio,ev_to_revenue,ev_to_ebitda,beta,outperformed
3921,KDNY,0.018223234624145882,0.09360718955319823,0.08630743478260866,1467712000,-167996992,None,None,6.75,0,0,-2.91,0.095,0,-28.25,-0.19,-0.419,6128000,-135083000,-2.91,0,-0.99,-,-,27.9,3.057,19.67,-11.5,0.37,False
3922,KDP,-0.048100957636630505,0.09360718955319823,0.197459835,49732076000,3665000000,35.01,3.194,17.84,0.775,0.0226,1.01,9.92,0.102,0.21,0.0361,0.0573,14057000000,7332000000,1.01,-0.457,0.121,35.01,21.14,3.802,2.158,5.05,16.45,0.578,False
3923,KE,0.06537753222836104,0.09360718955319823,0.16806488888888885,586458000,107525000,12.96,0,19.46,0,0,1.83,63.51,0.0277,0.0495,0.0472,0.0946,1584139000,104602000,1.83,1.15,0.385,12.96,-,0.386,1.308,0.554,9.56,1.413,False
3924,KELYA,0.026237702387630374,0.09360718955319823,0.1876589999999999,615575000,103400000,None,0.614,33.47,0.275,0.0185,-1.68,130.32,-0.0126,0.0141,0.0157,-0.0482,4965400000,1011800000,-1.68,-0.903,-0.013,-,7.99,0.122,0.474,0.109,8.56,1.123,False
3925,KELYB,0.04999309800694135,0.09360718955319823,,615575000,103400000,None,0.618,33.47,0.275,0.0185,-1.64,130.32,-0.0126,0.0141,0.0157,-0.0482,4965400000,1011800000,-1.64,-0.903,-0.013,-,8.04,0.125,0.477,0.109,8.56,1.123,False
3926,KEN,-0.13672738731005557,0.09360718955319823,0.14608453846153843,1692509000,59409000,5.42,0,29.66,2.79,0.425,5.8,10.65,0.545,0.0049,0.0005,0.153,573957000,156696000,5.8,0.348,0.076,5.42,-,3.121,0.735,3.66,1.262,0.698,False
3927,KEP,0.013254786450662718,0.09360718955319823,0.07162523529411766,8771223000,-20214632677376,None,0,31577.53,0,0.0563,-13.92,55499.16,-0.343,-0.459,-0.0916,-0.455,71257861128000,-29823457000000,-13.92,2.73,0.255,-,18.15,0.0002,0.274,0.0001,-0.0003,0.769,False
3928,KEQU,-0.08157099697885205,0.09360718955319823,0.261511,43019000,8112000,None,0,12.49,0,0.0475,-0.22,76.49,-0.0029,0.0246,0.0304,-0.0017,215223000,24220000,-0.22,0,0.497,-,-,0.229,1.336,0.211,15.1,0.342,False
3929,KERN,-0.368421052631579,0.09360718955319823,0.0979649807692308,4614200,-13191109,None,None,-1.523,0,0,-20.12,4.66,0,-1.131,-0.169,-2.127,13645000,8232600,-20.12,0,0.054,-,-,0.157,0.23,0.731,-1.585,2.927,False
3930,KERNW,0.11920529801324488,0.09360718955319823,,None,None,None,None,None,None,0,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,True
3931,KEX,0.02988470873786406,0.09360718955319823,0.17090211702127653,4074418000,404750000,33.12,2.627,50.79,0,0,2.05,46.38,0.0439,0.073,0.0232,0.0414,2784754000,723813000,2.05,2.414,0.235,33.12,44.05,1.44,1.287,1.922,13.34,1.263,False
3932,KEY,-0.32985888349789955,0.09360718955319823,0.10949793999999996,10848596000,None,6.11,0.965,11.74,0.79,0.0655,1.92,7.29,0.284,0.347,0.0102,0.124,6743000000,6743000000,1.92,-0.408,-0.161,6.11,7.7,2.223,1.478,-,-,1.309,False
3933,KEY-P-I,0.016225386042005584,0.09360718955319823,,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,False
3934,KEY-P-J,0.07200132653826816,0.09360718955319823,,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,False
3935,KEY-P-K,0.07404832430980322,0.09360718955319823,,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,False
3936,KEY-P-L,-0.052378420550357525,0.09360718955319823,,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,False
3937,KEYS,-0.023102720158986453,0.09360718955319823,0.21893205000000013,27782562000,1641000000,23.96,2.353,24.72,0,0,6.51,31.05,0.208,0.256,0.11,0.281,5551000000,3450000000,6.51,0.169,0.105,23.96,21.51,5.74,7.85,6.02,20.57,1.065,False
3938,KFFB,-0.069320137996645,0.09360718955319823,0.0961260909090909,53965000,None,44.12,0,6.34,0.4,0.0608,0.15,1.162,0.135,0.204,0.0038,0.0247,9503000,9735000,0.15,-0.318,0.035,44.12,-,6.03,1.099,-,-,0.3,False
3939,KFRC,0.14110997311648213,0.09360718955319823,0.15429698507462683,1277573000,119520000,16.99,0.43,9.3,1.2,0.0229,3.68,85.31,0.0441,0.0683,0.163,0.407,1710765000,501107000,3.68,-0.638,0.023,16.99,12.05,0.634,5.2,0.643,8.97,0.936,True
3940,KFS,0.23714285714285716,0.09360718955319823,0.20176981818181822,216890000,6580000,6.98,0,0.676,0,0,1.24,4.19,0.257,0.0014,0.0002,1.634,96209000,66956000,1.24,0,0.276,6.98,-,1.558,6.03,3.308,-,-0.261,True
3941,KFY,-0.04851752521110294,0.09360718955319823,0.1818042050000001,2701689000,472077000,10.85,1.36,30.63,0.57,0.0116,4.75,54.53,0.0898,0.153,0.0804,0.164,2825673000,768418000,4.75,-0.861,0,10.85,20,0.916,1.71,0.918,4.919,1.464,False
3942,KGC,0.265534723064713,0.09360718955319823,0.1997797450000001,6209736000,1124800000,253.5,-3.9,4.766,0.12,0.0252,0.02,2.698,-0.175,0.0971,0.0201,0.0049,3455100000,1542600000,0.02,-0.4,0.75,253.5,19.49,1.284,0.889,1.825,5.16,0.98,True
3943,KHC,0.04478928969176214,0.09360718955319823,0.1528718350000001,47006376000,6006000000,20.06,2.886,39.74,1.6,0.0412,1.91,21.6,0.0892,0.192,0.0345,0.0482,26485000000,8235000000,1.91,-0.407,0.1,20.06,14.6,1.874,1.022,2.645,18.85,0.703,False
3944,KIDS,0.19580233793836338,0.09360718955319823,0.15651649999999998,1038453000,-7928000,750.17,None,16.55,0,0,0.06,5.91,0.0103,-0.172,-0.0359,0.0042,122289000,90660000,0.06,0,0.249,750.17,-,7.48,2.401,6.9,41.48,0.914,True
3945,KIM,-0.04818118130150308,0.09360718955319823,0.2371244485981308,12025650000,1059550000,120.88,4.252,15.38,0.84,0.0473,0.16,2.807,0.0729,0.331,0.0197,0.0115,1727684000,1196777000,0.16,-0.909,0.036,120.88,30.58,7.78,1.403,11.57,23.96,1.463,False
3946,KIM-P-L,0.12110417725666114,0.09360718955319823,,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,True
3947,KIM-P-M,0.11929553571548436,0.09360718955319823,,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,True
3948,KIND,0.03883495145631071,0.09360718955319823,0.08384614285714291,816564000,-138548000,None,None,1.644,0,0,-0.35,0.566,-0.648,-0.678,-0.117,-0.203,212765000,173784000,-0.35,0,-0.102,-,-,3.363,1.186,0.907,-1.504,0.431,False
3949,KINS,-0.42307692307692313,0.09360718955319823,,13268100,-22626830,None,0,3.38,0.12,0.0967,-1.77,12.23,-0.173,-0.199,-0.0497,-0.403,130159000,138380,-1.77,-0.294,-0.141,-,40,0.137,0.456,0.239,76.76,0.478,False
3950,KIO-R,,0.09360718955319823,,,,,,,,,,,,,,,,,,,,,,,,,,,False
3951,KIO-R-W,,0.09360718955319823,,,,,,,,,,,,,,,,,,,,,,,,,,,False
3952,KIRK,-0.24010554089709765,0.09360718955319823,0.028856333333333335,36990400,-6932000,None,1.39,2.592,0,0,-2.35,40.3,-0.0555,-0.0483,-0.0461,-0.523,512539000,188428000,-2.35,-0.337,-0.088,-,4.585,0.0918,1.493,0.502,-35.04,1.837,False
3953,KITT,-0.17045454545454547,0.09360718955319823,0.155413375,138061000,-17862380,None,None,0.001,0,0,-1.79,0.602,-2.471,-1.607,-0.295,-2.02,11435000,-428903,-1.79,0,-0.396,-,-,15.76,8.59,17.24,-11.52,None,False
3954,KITTW,-0.17952818872451018,0.09360718955319823,,None,-7280376,None,None,-19.24,0,0,None,18.46,-1.546,-0.614,0,0,12545000,0,0,0,2.084,-,-,-,-,-,-,None,False
3955,KKR,0.015603965124282977,0.09360718955319823,,42891788000,None,None,2.812,19.29,0.62,0.0119,-1.24,7.38,-0.152,-0.192,-0.0038,-0.0183,5532501000,2337084000,-1.24,-0.882,-0.396,-,11.67,7.1,2.602,10.2,58.24,1.552,False
3956,KKR-P-C,0.013270487013752242,0.09360718955319823,,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,False
3957,KKRS,0.12813088585496007,0.09360718955319823,,None,None,None,None,None,None,0,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,True
3958,KLAC,0.1717721475793714,0.09360718955319823,0.12805182999999992,54401868000,4575155000,16.13,1.595,18.8,4.7,0.013,24.35,72.11,0.338,0.398,0.205,1.065,10483726000,5619442000,24.35,0.463,0.268,16.13,14.6,5.53,36.29,5.85,13.42,1.379,True
3959,KLIC,0.17389915342465384,0.09360718955319823,0.13139013043478256,2871916000,352351000,9.68,1.31,20.75,0.7,0.0146,5.16,20.72,0.258,0.271,0.127,0.264,1218965000,748320000,5.16,-0.882,-0.618,9.68,-,1.806,2.3,1.339,4.04,1.403,True
3960,KLR,-0.17148378423794466,0.09360718955319823,0.1641488181818182,22270800,-24027000,None,1.226,3.257,0,0,-7.54,27.06,-0.29,-0.111,-0.0576,-1.234,339168000,70105000,-7.54,0,0.041,-,51.02,0.115,0.476,0.533,-19.36,1.813,False
3961,KLR-WS,0.5815384615384616,0.09360718955319823,,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,True
3962,KLTR,0.0838323353293414,0.09360718955319823,0.1512666444444444,249428000,-52434000,None,None,0.322,0,0,-0.56,1.295,-0.406,-0.327,-0.161,-1.065,168811000,106940000,-0.56,0,0.032,-,-,1.361,4.606,1.221,-3.572,None,False
3963,KLXE,-0.19340232858990944,0.09360718955319823,0.001392750000000001,202800000,89300000,None,None,-1.505,0,0,-0.31,69.17,-0.004,0.0416,0.0476,-10.78,781600000,160300000,-0.31,0,1.365,-,-,0.379,2.61,1.12,-28.22,2.077,False
3964,KMB,0.1055924412888596,0.09360718955319823,0.210007135,45559665000,3378000000,23.6,4.012,1.621,4.64,0.035,5.72,59.8,0.0959,0.13,0.0916,2.729,20175000000,6219000000,5.72,0.432,0,23.6,22.17,2.282,107.43,2.734,17.26,0.411,True
3965,KMDA,0.08937354988399078,0.09360718955319823,0.13524380500000002,213146000,15663000,None,8.75,3.926,0,0,-0.05,2.886,-0.0179,0.035,0.0088,-0.0132,129339000,46703000,-0.05,-0.749,0.444,-,10.33,1.577,1.124,1.604,62.66,0.242,False
3966,KMI,0.009606701326088592,0.09360718955319823,0.21116532,39699681000,6169000000,15.77,18.47,13.68,1.11,0.0629,1.12,8.5,0.133,0.21,0.0359,0.082,19200000000,7290000000,1.12,0.061,0.035,15.77,14.6,2.12,1.275,3.695,11.58,0.928,False
3967,KMPB,0.0036216016890255956,0.09360718955319823,,None,None,None,None,None,None,0,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,False
3968,KMPR,0.04454358260117361,0.09360718955319823,,3531447000,-58500000,None,4.29,38.23,1.24,0.0227,-4.72,87.38,-0.054,-0.0225,-0.0055,-0.0934,5576800000,1072400000,-4.72,0.947,-0.068,-,23.87,0.576,1.437,0.822,-,0.904,False
3969,KMT,0.09888256561903518,0.09360718955319823,0.07471034328358206,2126718000,347181000,17.26,0.56,15.53,0.8,0.0287,1.53,24.82,0.0625,0.105,0.0513,0.1,2034187000,653477000,1.53,-0.27,0.021,17.26,17.18,0.976,1.669,1.317,7.53,1.889,True
3970,KMX,-0.017939993813795185,0.09360718955319823,0.11754007499999998,10034524000,1141873000,17.64,0.98,34.73,0,0,3.6,207.01,0.0174,0.0264,0.0212,0.109,33050776000,4089049000,3.6,-0.854,-0.224,17.64,14.03,0.295,1.976,0.889,17.92,1.433,False
3971,KN,0.19871336669049317,0.09360718955319823,0.140952775862069,1529815000,149400000,None,1.12,10.9,0,0,-4.73,8.34,-0.562,0.125,0.0409,-0.351,764700000,308500000,-4.73,-0.898,-0.159,-,11.93,1.814,1.288,1.963,-14.44,1.488,True
3972,KNDI,-0.14779874213836483,0.09360718955319823,0.026490277777777776,204765000,-12119825,None,0,5.35,0,0,-0.17,1.559,-0.103,-0.207,-0.0303,-0.0306,117813000,19517700,-0.17,6.13,0.332,-,-,1.577,0.432,0.25,6.27,1.821,False
3973,KNOP,-0.6324949740900294,0.09360718955319823,0.1185141875,177154000,162831000,3.525,10.45,16.25,1.586,0.0194,1.48,7.67,0.219,0.244,0.024,0.0885,267827000,178981000,1.48,-0.719,-0.002,3.525,9.09,1.175,0.491,4.975,6.34,0.8,False
3974,KNSA,-0.29147078576225655,0.09360718955319823,0.15984748387096773,722479000,12175000,3.951,None,5.68,0,0,2.67,3.173,0.833,0.0444,0.0176,0.631,220180000,173214000,2.67,0,2.301,3.951,-,6.14,2.825,5.03,-29.75,-0.08,False
3975,KNSL,-0.06742440714072963,0.09360718955319823,0.2460514600000001,6770747000,202569000,42.67,1.77,32.28,0.52,0.0019,6.87,35.91,0.194,0.244,0.0523,0.22,819200000,155874000,6.87,0.385,0.323,42.67,31.95,8.26,10.2,8.31,-,0.865,False
3976,KNSW,0.03273809523809525,0.09360718955319823,,299253000,None,None,None,-0.239,0,0,-0.02,0,0,0,-0.0169,0,0,0,-0.02,0,0,-,-,-,-,-,-,None,False
3977,KNSW-U,0.039800995024875475,0.09360718955319823,,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,False
3978,KNSW-WS,1.3333333333333337,0.09360718955319823,,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,True
3979,KNTE,-0.2526690391459075,0.09360718955319823,0.031055750000000007,324357000,-117917000,None,None,5.04,0,0,-2.69,0,0,0,-0.23,-0.379,0,0,-2.69,0,0,-,-,-,1.063,-,-0.336,0.19,False
3980,KNTK,-0.09032258064516134,0.09360718955319823,0.07238914634146344,1531309000,429857000,21.14,None,-18.38,3,0.0958,1.48,29.36,0.207,0.14,0.0224,0.153,1213490000,534683000,1.48,2.996,0.397,21.14,11.9,1.325,1.329,7.46,13.55,3.83,False
3981,KNX,0.15974340189343614,0.09360718955319823,0.1430173586956522,8981190000,1659986000,11.58,4.426,43.22,0.48,0.0101,4.73,45.78,0.104,0.135,0.0579,0.114,7428582000,2410725000,4.73,-0.391,-0.04,11.58,13.68,1.17,1.351,1.472,5.99,1.174,True
3982,KO,0.07398620290698217,0.09360718955319823,0.21090558499999992,269139739000,13510000000,28.41,3.601,5.57,1.76,0.0295,2.19,9.94,0.222,0.285,0.0818,0.378,43003998000,25004000000,2.19,-0.165,0.07,28.41,25.32,6.45,12.13,7.16,21.37,0.539,False
3983,KOD,-0.261515601783061,0.09360718955319823,0.05505796,254878000,-337583008,None,None,8.38,0,0,-6.56,0,0,0,-0.272,-0.607,0,0,-6.56,0,0,-,-,-,0.795,-,0.197,1.79,False
3984,KODK,-0.06206896551724129,0.09360718955319823,0.09908721311475409,306669000,104000000,24.22,0,13.16,0,0,0.16,15.27,0.0216,0.0622,0.021,0.0234,1205000000,173000000,0.16,0.185,-0.007,24.22,-,0.204,0.337,0.538,7.83,3.757,False
3985,KOF,0.24820198928844683,0.09360718955319823,0.2580770454545455,17113173000,40142000000,16.26,20.28,596.84,0,0.0338,5.01,1079.39,0.084,0.134,0.0691,0.151,226739995000,100299573000,5.01,-0.805,0.13,16.26,14.64,0.0633,2.318,0.0715,0.524,0.772,True
3986,KOP,0.26645602197537904,0.09360718955319823,0.13496550485436895,706053000,191300000,11.29,0.354,19.24,0.2,0.0069,2.99,94.41,0.032,0.0683,0.0501,0.157,1980500000,344600000,2.99,-0.364,0.191,11.29,6.79,0.336,1.743,0.79,6.99,1.82,True
3987,KOPN,0.04491108208580335,0.09360718955319823,0.035809105263157885,112641000,-21068188,None,-0.61,0.26,0,0,-0.23,0.518,-0.408,-0.46,-0.255,-0.608,47401200,4562800,-0.23,0,-0.077,-,-,2.495,4.415,2.533,-6.66,2.479,False
3988,KORE,-0.5795053003533569,0.09360718955319823,0.10296808333333335,92599000,27073000,None,None,2.378,0,0,-1.37,3.546,-0.393,-0.102,-0.0237,-0.465,268447000,139293000,-1.37,0,-0.029,-,-,0.528,0.613,1.951,21.35,2.903,False
3989,KORE-WS,-0.35227272727272735,0.09360718955319823,,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,False
3990,KOS,0.20061728395061723,0.09360718955319823,0.08163706849315067,3575571000,1342799000,15.88,-0.2,1.728,0,0.27,0.49,4.94,0.101,0.376,0.111,0.344,2249304000,1840005000,0.49,9.74,-0.103,15.88,2.292,1.147,2.806,1.985,3.288,2.783,True
3991,KOSS,-0.19618055555555555,0.09360718955319823,0.10019444444444443,41721700,-643838,4.586,0,3.455,0,0,0.99,1.687,0.62,-0.059,-0.0168,0.359,15452800,6617400,0.99,0.371,-0.259,4.586,-,3.131,1.64,2.176,-1.711,-0.361,False
3992,KPLT,-0.5166329512249944,0.09360718955319823,0.08030383783783786,43866200,110267000,None,None,0.072,0,0,-0.42,2.159,-0.178,-0.0286,-0.0254,-1.58,212105000,53865000,-0.42,-0.184,-0.334,-,-,0.358,4.696,0.467,0.89,0.756,False
3993,KPLTW,-0.3805309734513274,0.09360718955319823,,327129000,48528000,None,None,None,None,0,None,23.67,0.0781,0.235,0,-14.62,206240000,0,0,0,0,-,-,-,-,-,-,None,False
3994,KPRX,-0.4346349745331069,0.09360718955319823,0.03202748888888889,6391200,-11685309,None,None,6.35,0,0,-18.55,0.002,0,0,-0.378,-1.045,12060,-5137983,-18.55,0,0,-,-,535.59,0.345,569.41,0.0628,0.0982,False
3995,KPTI,-0.27356746765249534,0.09360718955319823,0.12378827586206896,445434000,-128381000,None,-0.15,-0.147,0,0,-2.28,1.919,-1.052,-0.821,-0.243,-8.91,157074000,151861000,-2.28,0,-0.734,-,-,1.05,12.05,1.652,-6.85,0.0372,False
3996,KR,0.041044157404443934,0.09360718955319823,0.22089382499999988,34399003000,7399000000,15.67,1.721,14.03,0.99,0.0211,3.06,206.49,0.0151,0.0296,0.0555,0.231,148257997000,32808000000,3.06,-0.169,0.054,15.67,10.91,0.212,3.35,0.351,7.09,0.469,False
3997,KRBP,-0.5597248280175116,0.09360718955319823,0.01340797894736841,2426300,-33173000,None,None,0.538,0,0,-97.71,0,0,0,-0.828,-2.027,0,0,-97.71,0,0,-,-,-,15.11,-,-0.163,0.22,False
3998,KRC,-0.18948783423128215,0.09360718955319823,0.18220271698113205,3830911000,640753000,16.41,2.422,46.52,2.12,0.0668,1.97,9.39,0.212,0.296,0.019,0.0457,1096987000,775930000,1.97,0.095,0.089,16.41,12.95,4.401,0.879,8.1,12.63,0.886,False
3999,KREF,-0.2870481127120864,0.09360718955319823,0.16230633333333336,777874000,None,48.22,5.13,20.56,1.72,0.153,0.23,1.352,0.417,0.397,0.0052,0.0256,91312000,80199000,0.23,-0.641,-0.285,48.22,11.67,9.59,0.683,-,-,0.912,False
4000,KREF-P-A,-0.032185143891073915,0.09360718955319823,,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,False
4001,KRG,0.02323562573595896,0.09360718955319823,0.20513250793650786,4611830000,380265000,None,0,17.18,0.87,0.0459,-0.06,3.661,-0.0158,0.0817,0.0055,-0.0031,801996000,590190000,-0.06,0,0.256,-,161.29,6.3,1.252,10.31,17.09,1.373,False
4002,KRKR,0.07107107107107113,0.09360718955319823,0.05027645161290326,43008000,-41878000,14.71,None,8.09,0,0,0.07,7.79,0.068,-0.138,-0.0519,0.0694,322497000,184649000,0.07,0,-0.17,14.71,3.353,0.134,0.962,0.084,-4.618,0.836,False
4003,KRMD,0.7662337662337663,0.09360718955319823,0.11414050000000002,195010000,-9393736,None,None,0.689,0,0,-0.18,0.62,-0.31,-0.358,-0.149,-0.255,27896000,15369000,-0.18,-0.66,0.132,-,188.68,5.49,4.808,5.36,-14.67,0.423,True
4004,KRNL,0.035035035035035,0.09360718955319823,0.2454232,156538000,None,25.22,None,-0.356,0,0,0.41,0,0,0,-0.0023,0,0,0,0.41,-0.787,0,25.22,-,-,1.312,-,-143.4,0.0181,False
4005,KRNLU,0.05,0.09360718955319823,,372938000,None,14.31,None,-0.356,0,0,0.734,0,0,0,-0.0023,0,0,0,0.734,-0.787,0,14.31,-,-,-,-,-,0.0181,False
4006,KRNLW,10.656565656565656,0.09360718955319823,,372938000,None,None,None,None,None,0,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,True
4007,KRNT,-0.18606663781912597,0.09360718955319823,0.04374358895705523,947838000,-54112000,None,0.89,17.41,0,0,-1.56,5.42,-0.291,-0.249,-0.0423,-0.0884,271518000,97201000,-1.56,-0.843,-0.277,-,-,3.807,1.304,2.525,-17.71,1.685,False
4008,KRNY,-0.10729791821682486,0.09360718955319823,0.07591927272727272,537646000,None,11.36,15.99,13.44,0.44,0.0545,0.7,2.874,0.247,0.362,0.0062,0.0509,192437000,218055000,0.7,-0.885,-0.373,11.36,14.43,3.124,0.78,-,-,0.632,False
4009,KRO,0.0012672843026737268,0.09360718955319823,0.11558719858156034,1012439000,186900000,9.65,-0.53,8.3,0.76,0.0832,0.91,16.71,0.0541,0.07,0.0428,0.114,1930200000,391100000,0.91,-0.419,-0.31,9.65,-,0.514,1.26,0.567,4.244,1.056,False
4010,KRON,-0.40086206896551724,0.09360718955319823,0.06454158333333333,77657000,-134848992,None,None,4.292,0,0,-2.23,0,0,0,-0.25,-0.452,0,0,-2.23,0,0,-,-,-,0.419,-,0.701,1.47,False
4011,KROS,-0.012479397221568192,0.09360718955319823,0.12471277777777778,1183367000,-114116000,None,None,10.07,0,0,-4.21,0.824,0,0,-0.255,-0.402,20000000,-87265000,-4.21,0,0,-,-,68.42,5.74,57.24,-14.45,1.297,False
4012,KRP,-0.097407580264198,0.09360718955319823,0.20734440000000004,1330636000,187004000,8.97,0,9.38,1.99,0.127,1.72,5.27,0.393,0.48,0.102,0.225,285038000,268799000,1.72,0.059,0.246,8.97,9.6,8.75,2.044,4.344,6.36,1.367,False
4013,KRT,-0.10326615410979408,0.09360718955319823,0.09604244999999999,258538000,40420000,10.74,None,7.12,0,0,1.21,21.34,0.0559,0.071,0.0816,0.182,422957000,132086000,1.21,-0.186,0.015,10.74,-,0.644,1.903,0.733,6.38,None,False
4014,KRTX,-0.150686845168801,0.09360718955319823,0.13235281927710843,6709024000,-287984000,None,None,32.67,0,0,-8.95,0.336,0,-27.18,-0.214,-0.339,10637000,10637000,-8.95,0,-0.857,-,-,162.38,5.94,138.07,-25.22,1.167,False
4015,KRUS,0.05337298481765529,0.09360718955319823,0.10702335999999998,644717000,4369000,None,None,9.39,0,0,-0.17,17.23,-0.0105,-0.0109,-0.0054,-0.0173,150575000,27148000,-0.17,-0.467,0.318,-,384.62,4.255,6.56,4.726,133.1,1.951,False
4016,KRYS,0.06186817630408416,0.09360718955319823,0.10694136585365858,2070113000,-117241000,None,None,20.27,0,0,-5.5,0,0,0,-0.128,-0.251,0,0,-5.5,0,0,-,-,-,3.382,-,-11.46,0.869,False
4017,KSCP,-0.7718120805369127,0.09360718955319823,0.09570803174603175,28237100,-30514000,None,None,-0.926,0,0,-0.77,0.11,0,-7.77,-1.148,-3.207,4127000,-2057000,-0.77,0,0.653,-,-,13.64,-,19.77,-1.794,None,False
4018,KSPN,-0.26155763239875385,0.09360718955319823,0.031782717391304345,2942100,-13927000,None,0,0.763,0,0,-6.62,45.33,-0.139,-0.116,-0.187,-2.338,130876000,32773000,-6.62,0,-0.094,-,-,0.0194,0.369,0.117,-1.44,0.974,False
4019,KSS,-0.07582983299417947,0.09360718955319823,0.13735532499999994,2658988000,1076000000,None,2.067,33.9,2,0.085,-0.15,150.82,-0.0011,0.0148,0.0114,-0.0045,18098000000,6641000000,-0.15,-0.503,-0.074,-,7.61,0.158,0.739,0.592,6.07,1.724,False
4020,KT,-0.12293853073463273,0.09360718955319823,0.1754138536585366,6169448000,4856417878000,5.86,1.119,32440.24,1960,0.0454,2,52944.41,0.0492,0.0659,0.027,0.0793,25650010259000,11046832000000,2,-0.449,-0.006,5.86,7.74,0.0003,0.593,0.0005,0.0019,0.443,False
4021,KTB,0.3963925121895168,0.09360718955319823,0.12037187878787882,2631691000,407479000,10.9,None,4.517,1.86,0.0393,4.35,47.21,0.0933,0.141,0.149,1.231,2631444000,1134368000,4.35,0.213,0.074,10.9,9.49,0.868,11.13,1.219,8.39,1.189,True
4022,KTCC,0.4340770791075052,0.09360718955319823,0.14895330612244898,76402000,17982000,18.61,0,11.83,0,0,0.38,48.84,0.0078,0.0159,0.0125,0.0328,525568000,43214000,0.38,0.797,-0.08,18.61,-,0.0935,0.398,0.334,9.59,1.463,True
4023,KTH,0.03686261602725485,0.09360718955319823,,None,None,None,0,None,None,0.0661,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,False
4024,KTN,0.04544022376014279,0.09360718955319823,,None,None,None,0,None,None,0.0733,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,False
4025,KTOS,0.30935960591132994,0.09360718955319823,0.15941102247191008,1683311000,35400000,None,35.02,7.43,0,0,-0.3,7.09,-0.0411,0.0055,0.002,-0.0358,898300000,226000000,-0.3,25.16,0.178,-,34.25,1.345,1.22,1.574,48.9,0.823,True
4026,KTRA,-0.2048678414096916,0.09360718955319823,0.043273647058823535,5880300,-18901000,None,None,-2.497,0,0,-15.68,0,0,0,-0.858,-1.821,0,0,-15.68,0,0,-,-,-,7.81,-,-0.82,1,False
4027,KTTA,-0.611747572815534,0.09360718955319823,0.0902656585365854,11699500,-4506034,None,None,1.762,0,0,-0.24,0.012,0,-44.81,-0.207,-0.259,260910,-2213,-0.24,0,0,-,-,93.07,0.606,-,1.399,None,False
4028,KTTAW,-0.31628571428571434,0.09360718955319823,,None,None,None,None,0.057,None,0,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,False
4029,KUKE,1.0140384615384612,0.09360718955319823,0.13246316216216208,31488900,-4262000,None,None,30.88,0,0,-0.2,9.48,-0.147,-0.117,-0.0182,-0.0463,280963000,169871000,-0.2,-0.74,-0.348,-,-,0.067,0.147,0.0992,-5.84,1.111,True
